Running fundction 1 instance 1 repetition 0 with A1, budget 100
Running fundction 20 instance 5 repetition 16 with A1, budget 100
Running fundction 20 instance 5 repetition 17 with A1, budget 100
Running fundction 20 instance 5 repetition 18 with A1, budget 100
Running fundction 20 instance 5 repetition 19 with A1, budget 100
Running fundction 21 instance 1 repetition 0 with A1, budget 100
Running fundction 21 instance 1 repetition 1 with A1, budget 100
Running fundction 21 instance 1 repetition 2 with A1, budget 100
Running fundction 21 instance 1 repetition 3 with A1, budget 100
Running fundction 21 instance 1 repetition 4 with A1, budget 100
Running fundction 21 instance 1 repetition 5 with A1, budget 100
Running fundction 21 instance 1 repetition 6 with A1, budget 100
Running fundction 21 instance 1 repetition 7 with A1, budget 100
Running fundction 21 instance 1 repetition 8 with A1, budget 100
Running fundction 21 instance 1 repetition 9 with A1, budget 100
Running fundction 21 instance 1 repetition 10 with A1, budget 100
Running fundction 21 instance 1 repetition 11 with A1, budget 100
Running fundction 21 instance 1 repetition 12 with A1, budget 100
Running fundction 21 instance 1 repetition 13 with A1, budget 100
Running fundction 21 instance 1 repetition 14 with A1, budget 100
Running fundction 21 instance 1 repetition 15 with A1, budget 100
Running fundction 21 instance 1 repetition 16 with A1, budget 100
Running fundction 21 instance 1 repetition 17 with A1, budget 100
Running fundction 21 instance 1 repetition 18 with A1, budget 100
Running fundction 21 instance 1 repetition 19 with A1, budget 100
Running fundction 21 instance 2 repetition 0 with A1, budget 100
Running fundction 21 instance 2 repetition 1 with A1, budget 100
Running fundction 21 instance 2 repetition 2 with A1, budget 100
Running fundction 21 instance 2 repetition 3 with A1, budget 100
Running fundction 21 instance 2 repetition 4 with A1, budget 100
Running fundction 21 instance 2 repetition 5 with A1, budget 100
Running fundction 21 instance 2 repetition 6 with A1, budget 100
Running fundction 21 instance 2 repetition 7 with A1, budget 100
Running fundction 21 instance 2 repetition 8 with A1, budget 100
Running fundction 21 instance 2 repetition 9 with A1, budget 100
Running fundction 21 instance 2 repetition 10 with A1, budget 100
Running fundction 21 instance 2 repetition 11 with A1, budget 100
Running fundction 21 instance 2 repetition 12 with A1, budget 100
Running fundction 21 instance 2 repetition 13 with A1, budget 100
Running fundction 21 instance 2 repetition 14 with A1, budget 100
Running fundction 21 instance 2 repetition 15 with A1, budget 100
Running fundction 21 instance 2 repetition 16 with A1, budget 100
Running fundction 21 instance 2 repetition 17 with A1, budget 100
Running fundction 21 instance 2 repetition 18 with A1, budget 100
Running fundction 21 instance 2 repetition 19 with A1, budget 100
Running fundction 21 instance 3 repetition 0 with A1, budget 100
Running fundction 21 instance 3 repetition 1 with A1, budget 100
Running fundction 21 instance 3 repetition 2 with A1, budget 100
Running fundction 21 instance 3 repetition 3 with A1, budget 100
Running fundction 21 instance 3 repetition 4 with A1, budget 100
Running fundction 21 instance 3 repetition 5 with A1, budget 100
Running fundction 21 instance 3 repetition 6 with A1, budget 100
Running fundction 21 instance 3 repetition 7 with A1, budget 100
Running fundction 21 instance 3 repetition 8 with A1, budget 100
Running fundction 21 instance 3 repetition 9 with A1, budget 100
Running fundction 21 instance 3 repetition 10 with A1, budget 100
Running fundction 21 instance 3 repetition 11 with A1, budget 100
Running fundction 21 instance 3 repetition 12 with A1, budget 100
Running fundction 21 instance 3 repetition 13 with A1, budget 100
Running fundction 21 instance 3 repetition 14 with A1, budget 100
Running fundction 21 instance 3 repetition 15 with A1, budget 100
Running fundction 21 instance 3 repetition 16 with A1, budget 100
Running fundction 21 instance 3 repetition 17 with A1, budget 100
Running fundction 21 instance 3 repetition 18 with A1, budget 100
Running fundction 21 instance 3 repetition 19 with A1, budget 100
Running fundction 21 instance 4 repetition 0 with A1, budget 100
Running fundction 21 instance 4 repetition 1 with A1, budget 100
Running fundction 21 instance 4 repetition 2 with A1, budget 100
Running fundction 21 instance 4 repetition 3 with A1, budget 100
Running fundction 21 instance 4 repetition 4 with A1, budget 100
Running fundction 21 instance 4 repetition 5 with A1, budget 100
Running fundction 21 instance 4 repetition 6 with A1, budget 100
Running fundction 21 instance 4 repetition 7 with A1, budget 100
Running fundction 21 instance 4 repetition 8 with A1, budget 100
Running fundction 21 instance 4 repetition 9 with A1, budget 100
Running fundction 21 instance 4 repetition 10 with A1, budget 100
Running fundction 21 instance 4 repetition 11 with A1, budget 100
Running fundction 21 instance 4 repetition 12 with A1, budget 100
Running fundction 21 instance 4 repetition 13 with A1, budget 100
Running fundction 21 instance 4 repetition 14 with A1, budget 100
Running fundction 21 instance 4 repetition 15 with A1, budget 100
Running fundction 21 instance 4 repetition 16 with A1, budget 100
Running fundction 21 instance 4 repetition 17 with A1, budget 100
Running fundction 21 instance 4 repetition 18 with A1, budget 100
Running fundction 21 instance 4 repetition 19 with A1, budget 100
Running fundction 21 instance 5 repetition 0 with A1, budget 100
Running fundction 21 instance 5 repetition 1 with A1, budget 100
Running fundction 21 instance 5 repetition 2 with A1, budget 100
Running fundction 21 instance 5 repetition 3 with A1, budget 100
Running fundction 21 instance 5 repetition 4 with A1, budget 100
Running fundction 21 instance 5 repetition 5 with A1, budget 100
Running fundction 21 instance 5 repetition 6 with A1, budget 100
Running fundction 21 instance 5 repetition 7 with A1, budget 100
Running fundction 21 instance 5 repetition 8 with A1, budget 100
Running fundction 21 instance 5 repetition 9 with A1, budget 100
Running fundction 21 instance 5 repetition 10 with A1, budget 100
Running fundction 21 instance 5 repetition 11 with A1, budget 100
Running fundction 21 instance 5 repetition 12 with A1, budget 100
Running fundction 21 instance 5 repetition 13 with A1, budget 100
Running fundction 21 instance 5 repetition 14 with A1, budget 100
Running fundction 21 instance 5 repetition 15 with A1, budget 100
Running fundction 21 instance 5 repetition 16 with A1, budget 100
Running fundction 21 instance 5 repetition 17 with A1, budget 100
Running fundction 21 instance 5 repetition 18 with A1, budget 100
Running fundction 21 instance 5 repetition 19 with A1, budget 100
Running fundction 22 instance 1 repetition 0 with A1, budget 100
Running fundction 22 instance 1 repetition 1 with A1, budget 100
Running fundction 22 instance 1 repetition 2 with A1, budget 100
Running fundction 22 instance 1 repetition 3 with A1, budget 100
Running fundction 22 instance 1 repetition 4 with A1, budget 100
Running fundction 22 instance 1 repetition 5 with A1, budget 100
Running fundction 22 instance 1 repetition 6 with A1, budget 100
Running fundction 22 instance 1 repetition 7 with A1, budget 100
Running fundction 22 instance 1 repetition 8 with A1, budget 100
Running fundction 22 instance 1 repetition 9 with A1, budget 100
Running fundction 22 instance 1 repetition 10 with A1, budget 100
Running fundction 22 instance 1 repetition 11 with A1, budget 100
Running fundction 22 instance 1 repetition 12 with A1, budget 100
Running fundction 22 instance 1 repetition 13 with A1, budget 100
Running fundction 22 instance 1 repetition 14 with A1, budget 100
Running fundction 22 instance 1 repetition 15 with A1, budget 100
Running fundction 22 instance 1 repetition 16 with A1, budget 100
Running fundction 22 instance 1 repetition 17 with A1, budget 100
Running fundction 22 instance 1 repetition 18 with A1, budget 100
Running fundction 22 instance 1 repetition 19 with A1, budget 100
Running fundction 22 instance 2 repetition 0 with A1, budget 100
Running fundction 22 instance 2 repetition 1 with A1, budget 100
Running fundction 22 instance 2 repetition 2 with A1, budget 100
Running fundction 22 instance 2 repetition 3 with A1, budget 100
Running fundction 22 instance 2 repetition 4 with A1, budget 100
Running fundction 22 instance 2 repetition 5 with A1, budget 100
Running fundction 22 instance 2 repetition 6 with A1, budget 100
Running fundction 22 instance 2 repetition 7 with A1, budget 100
Running fundction 22 instance 2 repetition 8 with A1, budget 100
Running fundction 22 instance 2 repetition 9 with A1, budget 100
Running fundction 22 instance 2 repetition 10 with A1, budget 100
Running fundction 22 instance 2 repetition 11 with A1, budget 100
Running fundction 22 instance 2 repetition 12 with A1, budget 100
Running fundction 22 instance 2 repetition 13 with A1, budget 100
Running fundction 22 instance 2 repetition 14 with A1, budget 100
Running fundction 22 instance 2 repetition 15 with A1, budget 100
Running fundction 22 instance 2 repetition 16 with A1, budget 100
Running fundction 22 instance 2 repetition 17 with A1, budget 100
Running fundction 22 instance 2 repetition 18 with A1, budget 100
Running fundction 22 instance 2 repetition 19 with A1, budget 100
Running fundction 22 instance 3 repetition 0 with A1, budget 100
Running fundction 22 instance 3 repetition 1 with A1, budget 100
Running fundction 22 instance 3 repetition 2 with A1, budget 100
Running fundction 22 instance 3 repetition 3 with A1, budget 100
Running fundction 22 instance 3 repetition 4 with A1, budget 100
Running fundction 22 instance 3 repetition 5 with A1, budget 100
Running fundction 22 instance 3 repetition 6 with A1, budget 100
Running fundction 22 instance 3 repetition 7 with A1, budget 100
Running fundction 22 instance 3 repetition 8 with A1, budget 100
Running fundction 22 instance 3 repetition 9 with A1, budget 100
Running fundction 22 instance 3 repetition 10 with A1, budget 100
Running fundction 22 instance 3 repetition 11 with A1, budget 100
Running fundction 22 instance 3 repetition 12 with A1, budget 100
Running fundction 22 instance 3 repetition 13 with A1, budget 100
Running fundction 22 instance 3 repetition 14 with A1, budget 100
Running fundction 22 instance 3 repetition 15 with A1, budget 100
Running fundction 22 instance 3 repetition 16 with A1, budget 100
Running fundction 22 instance 3 repetition 17 with A1, budget 100
Running fundction 22 instance 3 repetition 18 with A1, budget 100
Running fundction 22 instance 3 repetition 19 with A1, budget 100
Running fundction 22 instance 4 repetition 0 with A1, budget 100
Running fundction 22 instance 4 repetition 1 with A1, budget 100
Running fundction 22 instance 4 repetition 2 with A1, budget 100
Running fundction 22 instance 4 repetition 3 with A1, budget 100
Running fundction 22 instance 4 repetition 4 with A1, budget 100
Running fundction 22 instance 4 repetition 5 with A1, budget 100
Running fundction 22 instance 4 repetition 6 with A1, budget 100
Running fundction 22 instance 4 repetition 7 with A1, budget 100
Running fundction 22 instance 4 repetition 8 with A1, budget 100
Running fundction 22 instance 4 repetition 9 with A1, budget 100
Running fundction 22 instance 4 repetition 10 with A1, budget 100
Running fundction 22 instance 4 repetition 11 with A1, budget 100
Running fundction 22 instance 4 repetition 12 with A1, budget 100
Running fundction 22 instance 4 repetition 13 with A1, budget 100
Running fundction 22 instance 4 repetition 14 with A1, budget 100
Running fundction 22 instance 4 repetition 15 with A1, budget 100
Running fundction 22 instance 4 repetition 16 with A1, budget 100
Running fundction 22 instance 4 repetition 17 with A1, budget 100
Running fundction 22 instance 4 repetition 18 with A1, budget 100
Running fundction 22 instance 4 repetition 19 with A1, budget 100
Running fundction 22 instance 5 repetition 0 with A1, budget 100
Running fundction 22 instance 5 repetition 1 with A1, budget 100
Running fundction 22 instance 5 repetition 2 with A1, budget 100
Running fundction 22 instance 5 repetition 3 with A1, budget 100
Running fundction 22 instance 5 repetition 4 with A1, budget 100
Running fundction 22 instance 5 repetition 5 with A1, budget 100
Running fundction 22 instance 5 repetition 6 with A1, budget 100
Running fundction 22 instance 5 repetition 7 with A1, budget 100
Running fundction 22 instance 5 repetition 8 with A1, budget 100
Running fundction 22 instance 5 repetition 9 with A1, budget 100
Running fundction 22 instance 5 repetition 10 with A1, budget 100
Running fundction 22 instance 5 repetition 11 with A1, budget 100
Running fundction 22 instance 5 repetition 12 with A1, budget 100
Running fundction 22 instance 5 repetition 13 with A1, budget 100
Running fundction 22 instance 5 repetition 14 with A1, budget 100
Running fundction 22 instance 5 repetition 15 with A1, budget 100
Running fundction 22 instance 5 repetition 16 with A1, budget 100
Running fundction 22 instance 5 repetition 17 with A1, budget 100
Running fundction 22 instance 5 repetition 18 with A1, budget 100
Running fundction 22 instance 5 repetition 19 with A1, budget 100
Running fundction 23 instance 1 repetition 0 with A1, budget 100
Running fundction 23 instance 1 repetition 1 with A1, budget 100
Running fundction 23 instance 1 repetition 2 with A1, budget 100
Running fundction 23 instance 1 repetition 3 with A1, budget 100
Running fundction 23 instance 1 repetition 4 with A1, budget 100
Running fundction 23 instance 1 repetition 5 with A1, budget 100
Running fundction 23 instance 1 repetition 6 with A1, budget 100
Running fundction 23 instance 1 repetition 7 with A1, budget 100
Running fundction 23 instance 1 repetition 8 with A1, budget 100
Running fundction 23 instance 1 repetition 9 with A1, budget 100
Running fundction 23 instance 1 repetition 10 with A1, budget 100
Running fundction 23 instance 1 repetition 11 with A1, budget 100
Running fundction 23 instance 1 repetition 12 with A1, budget 100
Running fundction 23 instance 1 repetition 13 with A1, budget 100
Running fundction 23 instance 1 repetition 14 with A1, budget 100
Running fundction 23 instance 1 repetition 15 with A1, budget 100
Running fundction 23 instance 1 repetition 16 with A1, budget 100
Running fundction 23 instance 1 repetition 17 with A1, budget 100
Running fundction 23 instance 1 repetition 18 with A1, budget 100
Running fundction 23 instance 1 repetition 19 with A1, budget 100
Running fundction 23 instance 2 repetition 0 with A1, budget 100
Running fundction 23 instance 2 repetition 1 with A1, budget 100
Running fundction 23 instance 2 repetition 2 with A1, budget 100
Running fundction 23 instance 2 repetition 3 with A1, budget 100
Running fundction 23 instance 2 repetition 4 with A1, budget 100
Running fundction 23 instance 2 repetition 5 with A1, budget 100
Running fundction 23 instance 2 repetition 6 with A1, budget 100
Running fundction 23 instance 2 repetition 7 with A1, budget 100
Running fundction 23 instance 2 repetition 8 with A1, budget 100
Running fundction 23 instance 2 repetition 9 with A1, budget 100
Running fundction 23 instance 2 repetition 10 with A1, budget 100
Running fundction 23 instance 2 repetition 11 with A1, budget 100
Running fundction 23 instance 2 repetition 12 with A1, budget 100
Running fundction 23 instance 2 repetition 13 with A1, budget 100
Running fundction 23 instance 2 repetition 14 with A1, budget 100
Running fundction 23 instance 2 repetition 15 with A1, budget 100
Running fundction 23 instance 2 repetition 16 with A1, budget 100
Running fundction 23 instance 2 repetition 17 with A1, budget 100
Running fundction 23 instance 2 repetition 18 with A1, budget 100
Running fundction 23 instance 2 repetition 19 with A1, budget 100
Running fundction 23 instance 3 repetition 0 with A1, budget 100
Running fundction 23 instance 3 repetition 1 with A1, budget 100
Running fundction 23 instance 3 repetition 2 with A1, budget 100
Running fundction 23 instance 3 repetition 3 with A1, budget 100
Running fundction 23 instance 3 repetition 4 with A1, budget 100
Running fundction 23 instance 3 repetition 5 with A1, budget 100
Running fundction 23 instance 3 repetition 6 with A1, budget 100
Running fundction 23 instance 3 repetition 7 with A1, budget 100
Running fundction 23 instance 3 repetition 8 with A1, budget 100
Running fundction 23 instance 3 repetition 9 with A1, budget 100
Running fundction 23 instance 3 repetition 10 with A1, budget 100
Running fundction 23 instance 3 repetition 11 with A1, budget 100
Running fundction 23 instance 3 repetition 12 with A1, budget 100
Running fundction 23 instance 3 repetition 13 with A1, budget 100
Running fundction 23 instance 3 repetition 14 with A1, budget 100
Running fundction 23 instance 3 repetition 15 with A1, budget 100
Running fundction 23 instance 3 repetition 16 with A1, budget 100
Running fundction 23 instance 3 repetition 17 with A1, budget 100
Running fundction 23 instance 3 repetition 18 with A1, budget 100
Running fundction 23 instance 3 repetition 19 with A1, budget 100
Running fundction 23 instance 4 repetition 0 with A1, budget 100
Running fundction 23 instance 4 repetition 1 with A1, budget 100
Running fundction 23 instance 4 repetition 2 with A1, budget 100
Running fundction 23 instance 4 repetition 3 with A1, budget 100
Running fundction 23 instance 4 repetition 4 with A1, budget 100
Running fundction 23 instance 4 repetition 5 with A1, budget 100
Running fundction 23 instance 4 repetition 6 with A1, budget 100
Running fundction 23 instance 4 repetition 7 with A1, budget 100
Running fundction 23 instance 4 repetition 8 with A1, budget 100
Running fundction 23 instance 4 repetition 9 with A1, budget 100
Running fundction 23 instance 4 repetition 10 with A1, budget 100
Running fundction 23 instance 4 repetition 11 with A1, budget 100
Running fundction 23 instance 4 repetition 12 with A1, budget 100
Running fundction 23 instance 4 repetition 13 with A1, budget 100
Running fundction 23 instance 4 repetition 14 with A1, budget 100
Running fundction 23 instance 4 repetition 15 with A1, budget 100
Running fundction 23 instance 4 repetition 16 with A1, budget 100
Running fundction 23 instance 4 repetition 17 with A1, budget 100
Running fundction 23 instance 4 repetition 18 with A1, budget 100
Running fundction 23 instance 4 repetition 19 with A1, budget 100
Running fundction 23 instance 5 repetition 0 with A1, budget 100
Running fundction 23 instance 5 repetition 1 with A1, budget 100
Running fundction 23 instance 5 repetition 2 with A1, budget 100
Running fundction 23 instance 5 repetition 3 with A1, budget 100
Running fundction 23 instance 5 repetition 4 with A1, budget 100
Running fundction 23 instance 5 repetition 5 with A1, budget 100
Running fundction 23 instance 5 repetition 6 with A1, budget 100
Running fundction 23 instance 5 repetition 7 with A1, budget 100
Running fundction 23 instance 5 repetition 8 with A1, budget 100
Running fundction 23 instance 5 repetition 9 with A1, budget 100
Running fundction 23 instance 5 repetition 10 with A1, budget 100
Running fundction 23 instance 5 repetition 11 with A1, budget 100
Running fundction 23 instance 5 repetition 12 with A1, budget 100
Running fundction 23 instance 5 repetition 13 with A1, budget 100
Running fundction 23 instance 5 repetition 14 with A1, budget 100
Running fundction 23 instance 5 repetition 15 with A1, budget 100
Running fundction 23 instance 5 repetition 16 with A1, budget 100
Running fundction 23 instance 5 repetition 17 with A1, budget 100
Running fundction 23 instance 5 repetition 18 with A1, budget 100
Running fundction 23 instance 5 repetition 19 with A1, budget 100
Running fundction 24 instance 1 repetition 0 with A1, budget 100
Running fundction 24 instance 1 repetition 1 with A1, budget 100
Running fundction 24 instance 1 repetition 2 with A1, budget 100
Running fundction 24 instance 1 repetition 3 with A1, budget 100
Running fundction 24 instance 1 repetition 4 with A1, budget 100
Running fundction 24 instance 1 repetition 5 with A1, budget 100
Running fundction 24 instance 1 repetition 6 with A1, budget 100
Running fundction 24 instance 1 repetition 7 with A1, budget 100
Running fundction 24 instance 1 repetition 8 with A1, budget 100
Running fundction 24 instance 1 repetition 9 with A1, budget 100
Running fundction 24 instance 1 repetition 10 with A1, budget 100
Running fundction 24 instance 1 repetition 11 with A1, budget 100
Running fundction 24 instance 1 repetition 12 with A1, budget 100
Running fundction 24 instance 1 repetition 13 with A1, budget 100
Running fundction 24 instance 1 repetition 14 with A1, budget 100
Running fundction 24 instance 1 repetition 15 with A1, budget 100
Running fundction 24 instance 1 repetition 16 with A1, budget 100
Running fundction 24 instance 1 repetition 17 with A1, budget 100
Running fundction 24 instance 1 repetition 18 with A1, budget 100
Running fundction 24 instance 1 repetition 19 with A1, budget 100
Running fundction 24 instance 2 repetition 0 with A1, budget 100
Running fundction 24 instance 2 repetition 1 with A1, budget 100
Running fundction 24 instance 2 repetition 2 with A1, budget 100
Running fundction 24 instance 2 repetition 3 with A1, budget 100
Running fundction 24 instance 2 repetition 4 with A1, budget 100
Running fundction 24 instance 2 repetition 5 with A1, budget 100
Running fundction 24 instance 2 repetition 6 with A1, budget 100
Running fundction 24 instance 2 repetition 7 with A1, budget 100
Running fundction 24 instance 2 repetition 8 with A1, budget 100
Running fundction 24 instance 2 repetition 9 with A1, budget 100
Running fundction 24 instance 2 repetition 10 with A1, budget 100
Running fundction 24 instance 2 repetition 11 with A1, budget 100
Running fundction 24 instance 2 repetition 12 with A1, budget 100
Running fundction 24 instance 2 repetition 13 with A1, budget 100
Running fundction 24 instance 2 repetition 14 with A1, budget 100
Running fundction 24 instance 2 repetition 15 with A1, budget 100
Running fundction 24 instance 2 repetition 16 with A1, budget 100
Running fundction 24 instance 2 repetition 17 with A1, budget 100
Running fundction 24 instance 2 repetition 18 with A1, budget 100
Running fundction 24 instance 2 repetition 19 with A1, budget 100
Running fundction 24 instance 3 repetition 0 with A1, budget 100
Running fundction 24 instance 3 repetition 1 with A1, budget 100
Running fundction 24 instance 3 repetition 2 with A1, budget 100
Running fundction 24 instance 3 repetition 3 with A1, budget 100
Running fundction 24 instance 3 repetition 4 with A1, budget 100
Running fundction 24 instance 3 repetition 5 with A1, budget 100
Running fundction 24 instance 3 repetition 6 with A1, budget 100
Running fundction 24 instance 3 repetition 7 with A1, budget 100
Running fundction 24 instance 3 repetition 8 with A1, budget 100
Running fundction 24 instance 3 repetition 9 with A1, budget 100
Running fundction 24 instance 3 repetition 10 with A1, budget 100
Running fundction 24 instance 3 repetition 11 with A1, budget 100
Running fundction 24 instance 3 repetition 12 with A1, budget 100
Running fundction 24 instance 3 repetition 13 with A1, budget 100
Running fundction 24 instance 3 repetition 14 with A1, budget 100
Running fundction 24 instance 3 repetition 15 with A1, budget 100
Running fundction 24 instance 3 repetition 16 with A1, budget 100
Running fundction 24 instance 3 repetition 17 with A1, budget 100
Running fundction 24 instance 3 repetition 18 with A1, budget 100
Running fundction 24 instance 3 repetition 19 with A1, budget 100
Running fundction 24 instance 4 repetition 0 with A1, budget 100
Running fundction 24 instance 4 repetition 1 with A1, budget 100
Running fundction 24 instance 4 repetition 2 with A1, budget 100
Running fundction 24 instance 4 repetition 3 with A1, budget 100
Running fundction 24 instance 4 repetition 4 with A1, budget 100
Running fundction 24 instance 4 repetition 5 with A1, budget 100
Running fundction 24 instance 4 repetition 6 with A1, budget 100
Running fundction 24 instance 4 repetition 7 with A1, budget 100
Running fundction 24 instance 4 repetition 8 with A1, budget 100
Running fundction 24 instance 4 repetition 9 with A1, budget 100
Running fundction 24 instance 4 repetition 10 with A1, budget 100
Running fundction 24 instance 4 repetition 11 with A1, budget 100
Running fundction 24 instance 4 repetition 12 with A1, budget 100
Running fundction 24 instance 4 repetition 13 with A1, budget 100
Running fundction 24 instance 4 repetition 14 with A1, budget 100
Running fundction 24 instance 4 repetition 15 with A1, budget 100
Running fundction 24 instance 4 repetition 16 with A1, budget 100
Running fundction 24 instance 4 repetition 17 with A1, budget 100
Running fundction 24 instance 4 repetition 18 with A1, budget 100
Running fundction 24 instance 4 repetition 19 with A1, budget 100
Running fundction 24 instance 5 repetition 0 with A1, budget 100
Running fundction 24 instance 5 repetition 1 with A1, budget 100
Running fundction 24 instance 5 repetition 2 with A1, budget 100
Running fundction 24 instance 5 repetition 3 with A1, budget 100
Running fundction 24 instance 5 repetition 4 with A1, budget 100
Running fundction 24 instance 5 repetition 5 with A1, budget 100
Running fundction 24 instance 5 repetition 6 with A1, budget 100
Running fundction 24 instance 5 repetition 7 with A1, budget 100
Running fundction 24 instance 5 repetition 8 with A1, budget 100
Running fundction 24 instance 5 repetition 9 with A1, budget 100
Running fundction 24 instance 5 repetition 10 with A1, budget 100
Running fundction 24 instance 5 repetition 11 with A1, budget 100
Running fundction 24 instance 5 repetition 12 with A1, budget 100
Running fundction 24 instance 5 repetition 13 with A1, budget 100
Running fundction 24 instance 5 repetition 14 with A1, budget 100
Running fundction 24 instance 5 repetition 15 with A1, budget 100
Running fundction 24 instance 5 repetition 16 with A1, budget 100
Running fundction 24 instance 5 repetition 17 with A1, budget 100
Running fundction 24 instance 5 repetition 18 with A1, budget 100
Running fundction 24 instance 5 repetition 19 with A1, budget 100
Running function 1 instance 1 repetition 0 with A2 MLSL, budget 100, run_from_scratch=False
