fid,iid,rep,alg_B8,alg_B16,alg_B24,alg_B32,alg_B40
17,2,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,3,MLSL,BFGS,Non-elitist,Non-elitist,Non-elitist
17,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,5,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,6,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,8,Non-elitist,BFGS,BFGS,BFGS,BFGS
17,2,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,2,18,MLSL,BFGS,Non-elitist,Non-elitist,Non-elitist
17,2,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,6,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,7,MLSL,MLSL,Non-elitist,Non-elitist,BFGS
17,3,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,14,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
17,3,15,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,16,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,3,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,6,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,14,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
17,4,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,4,19,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,3,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist
17,5,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,13,MLSL,Non-elitist,Non-elitist,BFGS,Non-elitist
17,5,14,MLSL,MLSL,Non-elitist,Non-elitist,BFGS
17,5,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,5,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,1,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
18,2,1,Non-elitist,MLSL,Non-elitist,Non-elitist,Same
18,2,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,6,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
18,2,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,10,Non-elitist,BFGS,Non-elitist,Non-elitist,BFGS
18,2,11,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
18,2,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,13,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist
18,2,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,15,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
18,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,2,19,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
18,3,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,11,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
18,3,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,3,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,4,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,6,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,8,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
18,5,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,15,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
18,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
18,5,19,Same,Non-elitist,Non-elitist,MLSL,Non-elitist
19,1,0,Non-elitist,BFGS,BFGS,BFGS,Non-elitist
19,1,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,4,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
19,1,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,8,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist
19,1,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,1,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,12,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
19,1,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,1,15,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
19,1,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,1,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,2,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,2,3,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
19,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,6,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
19,2,7,Non-elitist,BFGS,BFGS,Non-elitist,Non-elitist
19,2,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,9,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
19,2,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,2,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,15,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
19,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,2,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,2,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,3,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,6,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS
19,3,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,14,MLSL,Same,Non-elitist,Non-elitist,Non-elitist
19,3,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,3,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,3,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,1,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL
19,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,4,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,4,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,5,0,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist
19,5,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,5,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL
19,5,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
19,5,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL
19,5,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,5,6,MLSL,Non-elitist,Non-elitist,Non-elitist,BFGS
19,5,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,5,8,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist
19,5,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL
19,5,10,Non-elitist,Same,Non-elitist,Non-elitist,MLSL
19,5,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL
19,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,5,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL
19,5,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,5,15,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
19,5,16,MLSL,Non-elitist,Non-elitist,BFGS,MLSL
19,5,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
19,5,18,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist
19,5,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
20,1,0,BFGS,MLSL,BFGS,BFGS,BFGS
20,1,1,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,2,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,3,BFGS,BFGS,MLSL,BFGS,BFGS
20,1,4,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,5,BFGS,BFGS,MLSL,BFGS,BFGS
20,1,6,BFGS,PSO,MLSL,BFGS,BFGS
20,1,7,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,8,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,9,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,10,BFGS,PSO,BFGS,BFGS,BFGS
20,1,11,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,12,BFGS,BFGS,Non-elitist,BFGS,BFGS
20,1,13,BFGS,BFGS,Non-elitist,BFGS,BFGS
20,1,14,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,15,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,16,BFGS,BFGS,Non-elitist,BFGS,BFGS
20,1,17,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,18,BFGS,BFGS,BFGS,BFGS,BFGS
20,1,19,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,0,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,1,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,2,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,3,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,4,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,5,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,6,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,7,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,8,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,9,BFGS,Non-elitist,BFGS,BFGS,BFGS
20,2,10,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,11,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,12,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,13,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,14,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,15,BFGS,Same,BFGS,BFGS,BFGS
20,2,16,BFGS,MLSL,BFGS,BFGS,BFGS
20,2,17,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,18,BFGS,BFGS,BFGS,BFGS,BFGS
20,2,19,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,0,BFGS,Same,BFGS,BFGS,BFGS
20,3,1,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,2,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,3,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,4,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,5,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,6,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,7,BFGS,BFGS,Non-elitist,Non-elitist,BFGS
20,3,8,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,9,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,10,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,11,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,12,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,13,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,14,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,15,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,16,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,17,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,18,BFGS,BFGS,BFGS,BFGS,BFGS
20,3,19,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,0,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,1,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,2,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,3,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,4,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,5,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,6,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,7,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,8,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,9,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,10,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,11,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,12,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,13,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,14,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,15,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,16,BFGS,BFGS,BFGS,BFGS,BFGS
20,4,17,BFGS,Non-elitist,BFGS,BFGS,BFGS
20,4,18,BFGS,MLSL,BFGS,BFGS,BFGS
20,4,19,BFGS,Same,BFGS,BFGS,BFGS
20,5,0,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,1,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,2,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,3,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,4,BFGS,BFGS,BFGS,BFGS,BFGS
20,5,5,BFGS,BFGS,BFGS,BFGS,BFGS
